record_id,data_source,respondent_type,location,property_type,bedrooms,bathrooms,furnished_status,parking,security,road_access,amenities_count,monthly_rent_rwf,review_note
SURV-01425,Primary survey,Tenant,Kimironko,Apartment,3,2,Unfurnished,Yes,Yes,Good,3,680000,
SURV-01692,Primary survey,Tenant,Kimironko,Apartment,3,3,Furnished,Yes,Yes,Average,7,680000,
SURV-02788,Primary survey,Landlord,Kimironko,Apartment,3,3,Furnished,No,Yes,Average,7,680000,
SURV-01170,Primary survey,Other,Kimironko,Apartment,3,2,Semi-Furnished,Yes,No,Good,4,700000,
SURV-02401,Primary survey,Other,Kimironko,Apartment,3,3,Furnished,Yes,Yes,Poor,6,700000,
SURV-03729,Primary survey,Other,Kimironko,Apartment,3,2,Furnished,Yes,Yes,Good,4,700000,
SURV-04963,Primary survey,Real Estate Agent,Kimironko,Apartment,3,1,Furnished,Yes,Yes,Good,6,700000,
SURV-01015,Primary survey,Tenant,Kimironko,Apartment,3,1,Unfurnished,Yes,Yes,Average,5,720000,
SURV-01123,Primary survey,Tenant,Kimironko,Apartment,3,2,Furnished,Yes,No,Good,6,720000,
SURV-02534,Primary survey,Tenant,Kimironko,Apartment,3,1,Unfurnished,Yes,Yes,Unknown,3,720000,
SURV-04233,Primary survey,Tenant,Kimironko,Apartment,3,2,Unfurnished,Yes,Yes,Good,3,720000,
SURV-01108,Primary survey,Tenant,Kimironko,Apartment,3,3,Furnished,Yes,Yes,Average,6,740000,
SURV-02860,Primary survey,Landlord,Kimironko,Apartment,3,1,Furnished,No,Yes,Good,3,740000,
SURV-04492,Primary survey,Tenant,Kimironko,Apartment,3,3,Furnished,No,Yes,Average,7,740000,
SURV-00988,Primary survey,Tenant,Kimironko,Apartment,3,1,Furnished,No,Yes,Average,7,760000,
SURV-01759,Primary survey,Real Estate Agent,Kimironko,Apartment,3,2,Semi-Furnished,Yes,Yes,Average,7,760000,
SURV-03206,Primary survey,Tenant,Kimironko,Apartment,3,2,Unfurnished,Yes,Yes,Average,7,760000,
SURV-00670,Primary survey,Landlord,Kimironko,Apartment,3,2,Furnished,Yes,No,Good,5,780000,
SURV-02087,Primary survey,Tenant,Kimironko,Apartment,3,1,Unfurnished,Unknown,Yes,Good,4,780000,
SURV-02716,Primary survey,Tenant,Kimironko,Apartment,3,3,Furnished,Yes,No,Good,7,780000,
SURV-04698,Primary survey,Landlord,Kimironko,Apartment,3,1,Furnished,No,Yes,Good,7,780000,
SURV-01069,Primary survey,Tenant,Kimironko,Apartment,3,2,Unfurnished,Yes,No,Poor,3,800000,
SURV-04477,Primary survey,Tenant,Kimironko,Apartment,3,3,Semi-Furnished,Yes,No,Average,7,800000,
SURV-04639,Primary survey,Tenant,Kimironko,Apartment,3,3,Unfurnished,Yes,Yes,Average,7,800000,
SURV-00007,Primary survey,Landlord,Kimironko,Apartment,2,3,Furnished,Yes,Yes,Good,9,1500000,
SURV-00049,Primary survey,Tenant,Kimironko,House,1,1,Unfurnished,No,Yes,Average,2,50000,
SURV-00004,Primary survey,Tenant,Kimironko,House,2,1,Semi-Furnished,No,Yes,Good,1,150000,
SURV-00301,Primary survey,Real Estate Agent,Kimironko,House,2,2,Unfurnished,Yes,No,Poor,1,150000,
SURV-02306,Primary survey,Other,Kimironko,House,2,2,Semi-Furnished,Yes,Yes,Good,5,300000,
SURV-00486,Primary survey,Tenant,Kimironko,House,2,2,Semi-Furnished,Yes,Yes,Average,6,360000,
SURV-03897,Primary survey,Tenant,Kimironko,House,2,1,Unfurnished,Yes,Yes,Good,4,380000,
SURV-03626,Primary survey,Tenant,Kimironko,House,2,2,Semi-Furnished,No,Yes,Good,5,400000,
SURV-02039,Primary survey,Landlord,Kimironko,House,2,2,Unfurnished,Yes,Yes,Good,5,440000,
SURV-02636,Primary survey,Tenant,Kimironko,House,2,1,Unfurnished,No,Yes,Poor,3,460000,
SURV-03612,Primary survey,Tenant,Kimironko,House,2,2,Unfurnished,Unknown,Yes,Poor,3,460000,
SURV-03841,Primary survey,Tenant,Kimironko,House,2,2,Furnished,Yes,Yes,Average,5,460000,
SURV-05271,Primary survey,Landlord,Kimironko,House,2,2,Unfurnished,Yes,Yes,Poor,4,460000,
SURV-00812,Primary survey,Tenant,Kimironko,House,2,1,Furnished,Yes,Yes,Poor,3,480000,
SURV-00925,Primary survey,Tenant,Kimironko,House,2,2,Furnished,No,Yes,Unknown,6,480000,
SURV-05274,Primary survey,Tenant,Kimironko,House,2,2,Unfurnished,Yes,Yes,Average,5,500000,
SURV-03974,Primary survey,Landlord,Kimironko,House,2,1,Furnished,Yes,No,Good,7,520000,
SURV-00787,Primary survey,Tenant,Kimironko,House,2,1,Furnished,No,No,Average,6,540000,
SURV-00168,Primary survey,Tenant,Kimironko,House,4,1,Semi-Furnished,Yes,Yes,Average,5,600000,
SURV-01276,Primary survey,Landlord,Kimironko,House,2,2,Unfurnished,Yes,Yes,Poor,5,600000,
SURV-02607,Primary survey,Tenant,Kimironko,House,3,1,Furnished,Yes,Yes,Average,7,630000,
SURV-00731,Primary survey,Landlord,Kimironko,House,2,2,Semi-Furnished,Yes,Yes,Average,6,640000,
SURV-01627,Primary survey,Landlord,Kimironko,House,2,2,Unfurnished,No,Yes,Good,5,640000,
SURV-05086,Primary survey,Tenant,Kimironko,House,3,3,Unfurnished,Yes,No,Average,4,650000,
SURV-00393,Primary survey,Tenant,Kimironko,House,2,2,Unknown,Yes,No,Good,6,680000,
SURV-05048,Primary survey,Other,Kimironko,House,3,3,Unfurnished,Yes,Yes,Good,6,710000,
SURV-01232,Primary survey,Tenant,Kimironko,House,2,2,Furnished,Yes,Yes,Average,6,740000,
SURV-04866,Primary survey,Landlord,Kimironko,House,2,1,Unknown,Yes,No,Average,3,740000,
SURV-01313,Primary survey,Tenant,Kimironko,House,3,1,Semi-Furnished,Yes,Yes,Good,7,750000,
SURV-03385,Primary survey,Tenant,Kimironko,House,3,3,Unfurnished,Yes,Yes,Good,7,750000,
SURV-01511,Primary survey,Real Estate Agent,Kimironko,House,2,1,Furnished,Yes,Yes,Good,6,760000,
SURV-02653,Primary survey,Landlord,Kimironko,House,2,2,Furnished,Yes,Yes,Average,4,760000,
SURV-02297,Primary survey,Real Estate Agent,Kimironko,House,2,2,Unfurnished,Yes,Yes,Average,4,780000,
SURV-02478,Primary survey,Real Estate Agent,Kimironko,House,2,2,Furnished,Yes,Yes,Average,6,780000,
SURV-00513,Primary survey,Tenant,Kimironko,House,4,1,Furnished,Yes,Yes,Average,4,800000,
SURV-00860,Primary survey,Landlord,Kimironko,House,4,3,Semi-Furnished,Yes,No,Good,3,800000,
SURV-01738,Primary survey,Tenant,Kimironko,House,4,3,Unfurnished,Yes,Yes,Good,6,800000,
SURV-02924,Primary survey,Tenant,Kimironko,House,2,2,Furnished,Yes,Unknown,Average,4,800000,
SURV-03673,Primary survey,Tenant,Kimironko,House,2,2,Furnished,Yes,Yes,Good,4,800000,
SURV-01974,Primary survey,Landlord,Kimironko,House,3,3,Semi-Furnished,Yes,Yes,Unknown,3,810000,
SURV-01725,Primary survey,Tenant,Kimironko,House,3,3,Unfurnished,Yes,Yes,Average,5,830000,
SURV-03371,Primary survey,Tenant,Kimironko,House,3,1,Unfurnished,Yes,Yes,Good,4,850000,
SURV-04130,Primary survey,Landlord,Kimironko,House,3,3,Furnished,No,Yes,Good,7,850000,
SURV-02468,Primary survey,Tenant,Kimironko,House,4,3,Semi-Furnished,Unknown,No,Good,5,860000,
SURV-02484,Primary survey,Tenant,Kimironko,House,4,4,Furnished,Yes,Yes,Poor,3,880000,
SURV-03406,Primary survey,Landlord,Kimironko,House,3,3,Furnished,Yes,Yes,Good,6,910000,
SURV-00642,Primary survey,Tenant,Kimironko,House,4,1,Unfurnished,Yes,Yes,Average,4,920000,
SURV-03316,Primary survey,Real Estate Agent,Kimironko,House,4,2,Semi-Furnished,Yes,Yes,Good,5,920000,
SURV-01143,Primary survey,Tenant,Kimironko,House,3,3,Unfurnished,Yes,Yes,Average,5,930000,
SURV-02448,Primary survey,Tenant,Kimironko,House,3,3,Semi-Furnished,Yes,Yes,Good,3,930000,
SURV-01051,Primary survey,Tenant,Kimironko,House,4,2,Unfurnished,Yes,Yes,Good,6,980000,
SURV-05210,Primary survey,Tenant,Kimironko,House,3,2,Unfurnished,Yes,Yes,Average,5,990000,
SURV-05269,Primary survey,Landlord,Kimironko,House,4,2,Unfurnished,Yes,Yes,Good,3,1000000,
SURV-02130,Primary survey,Tenant,Kimironko,House,4,1,Furnished,Yes,Yes,Good,7,1020000,
SURV-03440,Primary survey,Other,Kimironko,House,3,3,Unfurnished,Yes,Yes,Average,3,1030000,
SURV-03934,Primary survey,Tenant,Kimironko,House,3,3,Semi-Furnished,Yes,Yes,Average,4,1030000,
SURV-05018,Primary survey,Landlord,Kimironko,House,4,4,Furnished,Yes,Yes,Average,3,1060000,
SURV-05104,Primary survey,Tenant,Kimironko,House,4,3,Semi-Furnished,Yes,Yes,Average,6,1060000,
SURV-00339,Primary survey,Real Estate Agent,Kimironko,House,4,1,Semi-Furnished,Yes,Yes,Average,4,1080000,
SURV-02101,Primary survey,Tenant,Kimironko,House,5,3,Furnished,Yes,Yes,Good,7,1090000,
SURV-03392,Primary survey,Real Estate Agent,Kimironko,House,5,2,Unfurnished,Unknown,Yes,Good,4,1090000,
SURV-03582,Primary survey,Tenant,Kimironko,House,5,4,Unfurnished,Yes,Yes,Average,5,1090000,
SURV-04583,Primary survey,Tenant,Kimironko,House,5,2,Furnished,Yes,Yes,Poor,4,1090000,
SURV-01296,Primary survey,Tenant,Kimironko,House,4,1,Furnished,Yes,Yes,Good,6,1140000,
SURV-04501,Primary survey,Landlord,Kimironko,House,5,3,Furnished,Yes,Yes,Good,3,1150000,
SURV-01581,Primary survey,Tenant,Kimironko,House,4,1,Unfurnished,Yes,Yes,Good,7,1160000,
SURV-04688,Primary survey,Real Estate Agent,Kimironko,House,4,3,Furnished,Yes,Yes,Average,3,1180000,
SURV-01455,Primary survey,Tenant,Kimironko,House,5,3,Semi-Furnished,No,No,Average,5,1190000,
SURV-04123,Primary survey,Landlord,Kimironko,House,5,3,Semi-Furnished,Yes,Yes,Good,6,1190000,
SURV-02671,Primary survey,Real Estate Agent,Kimironko,House,4,2,Furnished,Unknown,Yes,Good,4,1200000,
SURV-00764,Primary survey,Landlord,Kimironko,House,4,2,Semi-Furnished,Yes,Yes,Good,3,1240000,
SURV-01652,Primary survey,Tenant,Kimironko,House,4,2,Semi-Furnished,Yes,Yes,Good,6,1240000,
SURV-04876,Primary survey,Tenant,Kimironko,House,4,2,Semi-Furnished,Yes,Yes,Average,5,1240000,
SURV-04151,Primary survey,Real Estate Agent,Kimironko,House,5,1,Unfurnished,Yes,Yes,Good,4,1250000,
SURV-00724,Primary survey,Tenant,Kimironko,House,4,3,Unfurnished,No,Unknown,Good,6,1260000,
SURV-01477,Primary survey,Tenant,Kimironko,House,5,4,Furnished,No,Yes,Poor,3,1270000,
SURV-03652,Primary survey,Landlord,Kimironko,House,5,2,Unfurnished,Yes,Yes,Average,3,1290000,
SURV-02750,Primary survey,Tenant,Kimironko,House,6,1,Semi-Furnished,Yes,Yes,Good,5,1300000,
SURV-00421,Primary survey,Tenant,Kimironko,House,5,1,Unfurnished,Yes,Yes,Good,5,1310000,
SURV-04622,Primary survey,Tenant,Kimironko,House,5,2,Semi-Furnished,Yes,Yes,Good,3,1310000,
SURV-01493,Primary survey,Tenant,Kimironko,House,5,4,Unfurnished,No,Yes,Good,5,1330000,
SURV-03441,Primary survey,Tenant,Kimironko,House,5,2,Semi-Furnished,Yes,No,Good,3,1330000,
SURV-04015,Primary survey,Tenant,Kimironko,House,5,1,Furnished,No,No,Unknown,4,1330000,
SURV-02894,Primary survey,Tenant,Kimironko,House,6,1,Semi-Furnished,No,Yes,Good,7,1380000,
SURV-05120,Primary survey,Tenant,Kimironko,House,6,1,Furnished,No,Yes,Average,7,1380000,
SURV-00533,Primary survey,Tenant,Kimironko,House,6,2,Semi-Furnished,Yes,Yes,Good,3,1420000,
SURV-01516,Primary survey,Tenant,Kimironko,House,5,3,Unfurnished,Yes,Yes,Good,5,1430000,
SURV-00717,Primary survey,Landlord,Kimironko,House,6,4,Unfurnished,No,Yes,Average,3,1480000,
SURV-02645,Primary survey,Tenant,Kimironko,House,6,2,Unfurnished,Yes,Yes,Good,7,1480000,
SURV-02674,Primary survey,Tenant,Kimironko,House,6,2,Semi-Furnished,Yes,Yes,Good,7,1500000,
SURV-02909,Primary survey,Tenant,Kimironko,House,6,3,Semi-Furnished,Unknown,Yes,Good,7,1500000,
SURV-01865,Primary survey,Tenant,Kimironko,House,5,1,Semi-Furnished,Yes,No,Good,7,1510000,
SURV-01187,Primary survey,Real Estate Agent,Kimironko,House,5,2,Unfurnished,Yes,Yes,Poor,3,1530000,
SURV-02197,Primary survey,Tenant,Kimironko,House,6,2,Furnished,No,Yes,Average,4,1580000,
SURV-03117,Primary survey,Tenant,Kimironko,House,6,3,Semi-Furnished,Yes,Yes,Average,6,1580000,
SURV-04637,Primary survey,Tenant,Kimironko,House,6,4,Furnished,Yes,Yes,Average,7,1620000,
SURV-04984,Primary survey,Tenant,Kimironko,House,6,2,Furnished,Yes,Yes,Average,4,1640000,
SURV-04655,Primary survey,Tenant,Kimironko,House,6,4,Unfurnished,Yes,No,Good,5,1660000,
SURV-02345,Primary survey,Tenant,Kimironko,House,6,2,Unfurnished,Yes,Yes,Good,7,1680000,
SURV-04628,Primary survey,Tenant,Kimironko,House,6,2,Furnished,Yes,No,Average,5,1700000,
SURV-02974,Primary survey,Tenant,Kimironko,House,6,2,Semi-Furnished,Yes,Yes,Unknown,3,1720000,
SURV-01552,Primary survey,Real Estate Agent,Kimironko,House,6,4,Furnished,Yes,Unknown,Good,5,1740000,
SURV-01699,Primary survey,Tenant,Kimironko,House,6,4,Furnished,Yes,Yes,Good,3,1740000,
SURV-01961,Primary survey,Landlord,Kimironko,House,6,2,Furnished,Yes,Yes,Good,7,1760000,
SURV-04248,Primary survey,Tenant,Kimironko,House,6,3,Unfurnished,Unknown,Yes,Good,6,1760000,
SURV-03131,Primary survey,Tenant,Kimironko,House,6,2,Semi-Furnished,No,Yes,Good,7,1780000,
SURV-03173,Primary survey,Other,Kimironko,House,6,4,Unfurnished,Yes,Yes,Average,7,1780000,
SURV-00410,Primary survey,Tenant,Kimironko,House,6,1,Furnished,Yes,Yes,Good,3,1800000,
SURV-00164,Primary survey,Landlord,Kimironko,House,6,3,Furnished,Yes,No,Good,7,7000000,
SURV-01299,Primary survey,Tenant,Kimironko,Single Room,1,1,Unfurnished,Yes,Yes,Average,4,40000,
SURV-02623,Primary survey,Landlord,Kimironko,Single Room,1,1,Furnished,No,Yes,Average,2,40000,
SURV-04760,Primary survey,Tenant,Kimironko,Single Room,1,1,Unfurnished,Yes,Yes,Good,2,40000,
SURV-00023,Primary survey,Tenant,Kimironko,Single Room,1,1,Unknown,No,No,Average,1,50000,
SURV-01512,Primary survey,Landlord,Kimironko,Single Room,1,1,Unfurnished,No,Yes,Average,3,50000,
SURV-02264,Primary survey,Tenant,Kimironko,Single Room,1,1,Semi-Furnished,Unknown,Yes,Poor,4,50000,
SURV-02823,Primary survey,Tenant,Kimironko,Single Room,1,1,Unknown,Yes,Yes,Good,3,50000,
SURV-03580,Primary survey,Landlord,Kimironko,Single Room,1,1,Furnished,No,Yes,Good,3,50000,
SURV-03870,Primary survey,Tenant,Kimironko,Single Room,1,1,Furnished,No,Yes,Good,2,50000,
SURV-04274,Primary survey,Tenant,Kimironko,Single Room,1,1,Furnished,Yes,Yes,Average,3,50000,
SURV-04841,Primary survey,Tenant,Kimironko,Single Room,1,1,Semi-Furnished,Yes,No,Poor,3,50000,
SURV-04942,Primary survey,Tenant,Kimironko,Single Room,1,1,Furnished,Yes,Yes,Average,4,50000,
SURV-01119,Primary survey,Tenant,Kimironko,Single Room,1,1,Unfurnished,Yes,Yes,Unknown,2,60000,
SURV-01185,Primary survey,Landlord,Kimironko,Single Room,1,1,Unfurnished,Yes,Yes,Unknown,4,60000,
SURV-01531,Primary survey,Tenant,Kimironko,Single Room,1,1,Furnished,Yes,Yes,Poor,4,60000,
SURV-02792,Primary survey,Tenant,Kimironko,Single Room,1,1,Unfurnished,Yes,Yes,Average,1,60000,
SURV-04405,Primary survey,Tenant,Kimironko,Single Room,1,1,Furnished,Yes,Yes,Average,2,60000,
SURV-04609,Primary survey,Tenant,Kimironko,Single Room,1,1,Furnished,Yes,Yes,Poor,1,60000,
SURV-02359,Primary survey,Tenant,Kimironko,Single Room,1,1,Furnished,Yes,Yes,Good,1,70000,
SURV-03168,Primary survey,Real Estate Agent,Kimironko,Single Room,1,1,Unfurnished,No,Yes,Unknown,5,70000,
SURV-03232,Primary survey,Real Estate Agent,Kimironko,Single Room,1,1,Furnished,Unknown,Yes,Average,4,70000,
SURV-04745,Primary survey,Tenant,Kimironko,Single Room,1,1,Semi-Furnished,Yes,Yes,Poor,1,70000,
SURV-00037,Primary survey,Tenant,Kimironko,Single Room,1,1,Unfurnished,No,No,Poor,1,80000,
SURV-01490,Primary survey,Tenant,Kimironko,Single Room,1,1,Unfurnished,Yes,Yes,Good,1,80000,
SURV-02722,Primary survey,Landlord,Kimironko,Single Room,1,1,Unfurnished,Yes,Yes,Good,4,80000,
SURV-03949,Primary survey,Tenant,Kimironko,Single Room,1,1,Unfurnished,Yes,Yes,Good,3,80000,
SURV-04675,Primary survey,Other,Kimironko,Single Room,1,1,Semi-Furnished,Yes,Yes,Unknown,2,80000,
SURV-04914,Primary survey,Tenant,Kimironko,Single Room,1,1,Unfurnished,Yes,Yes,Average,5,80000,
SURV-01863,Primary survey,Tenant,Kimironko,Single Room,1,1,Unknown,Yes,No,Average,3,90000,
SURV-03436,Primary survey,Tenant,Kimironko,Single Room,1,1,Unfurnished,Yes,Yes,Good,2,90000,
SURV-04605,Primary survey,Tenant,Kimironko,Single Room,1,1,Furnished,No,Yes,Good,4,90000,
SURV-05147,Primary survey,Real Estate Agent,Kimironko,Single Room,1,1,Semi-Furnished,No,Yes,Unknown,4,90000,
SURV-00401,Primary survey,Tenant,Kimironko,Single Room,1,1,Unfurnished,Yes,Yes,Average,2,100000,
SURV-01392,Primary survey,Tenant,Kimironko,Single Room,1,1,Furnished,Yes,Yes,Good,4,100000,
SURV-02581,Primary survey,Tenant,Kimironko,Single Room,1,1,Unfurnished,Yes,Yes,Poor,1,100000,
SURV-04173,Primary survey,Real Estate Agent,Kimironko,Single Room,1,1,Furnished,Yes,Yes,Good,1,100000,
SURV-05140,Primary survey,Tenant,Kimironko,Single Room,1,1,Semi-Furnished,Yes,Yes,Poor,5,100000,
SURV-00760,Primary survey,Tenant,Kimironko,Single Room,1,1,Furnished,Yes,Yes,Good,4,110000,
SURV-02446,Primary survey,Landlord,Kimironko,Single Room,1,1,Unfurnished,No,Yes,Average,3,110000,
SURV-03829,Primary survey,Tenant,Kimironko,Single Room,1,1,Unknown,Yes,Yes,Unknown,3,110000,
SURV-04719,Primary survey,Landlord,Kimironko,Single Room,1,1,Unfurnished,Yes,Yes,Average,2,110000,
SURV-00170,Primary survey,Landlord,Kimironko,Single Room,1,1,Furnished,No,Yes,Good,3,120000,
SURV-05173,Primary survey,Real Estate Agent,Kimironko,Single Room,1,1,Unfurnished,Yes,Yes,Good,4,120000,
SURV-00123,Primary survey,Tenant,Kimironko,Single Room,5,4,Semi-Furnished,Yes,Yes,Good,3,250000,
SURV-00020,Primary survey,Other,Kimironko,Single Room,1,1,Unfurnished,No,Yes,Poor,1,300000,
SURV-00097,Primary survey,Tenant,Kimironko,Studio,1,1,Furnished,Yes,Yes,Good,5,120000,
SURV-00512,Primary survey,Tenant,Kimironko,Studio,1,1,Unfurnished,Yes,Yes,Good,4,150000,
SURV-01088,Primary survey,Tenant,Kimironko,Studio,1,1,Unfurnished,Yes,No,Poor,2,150000,
SURV-01016,Primary survey,Tenant,Kimironko,Studio,1,1,Furnished,Yes,Yes,Average,4,170000,
SURV-04572,Primary survey,Tenant,Kimironko,Studio,1,1,Furnished,Yes,Yes,Good,3,170000,
SURV-04735,Primary survey,Real Estate Agent,Kimironko,Studio,1,1,Furnished,Yes,Yes,Poor,3,170000,
SURV-04747,Primary survey,Real Estate Agent,Kimironko,Studio,1,1,Furnished,No,Yes,Poor,3,180000,
SURV-01243,Primary survey,Tenant,Kimironko,Studio,1,1,Semi-Furnished,Yes,Yes,Good,1,190000,
SURV-02513,Primary survey,Tenant,Kimironko,Studio,1,1,Unfurnished,No,Yes,Good,3,200000,
SURV-02880,Primary survey,Landlord,Kimironko,Studio,1,1,Unfurnished,Yes,Yes,Good,4,200000,
SURV-03201,Primary survey,Tenant,Kimironko,Studio,1,1,Furnished,No,Unknown,Good,3,200000,
SURV-01903,Primary survey,Tenant,Kimironko,Studio,1,1,Unfurnished,Yes,Yes,Poor,6,210000,
SURV-04823,Primary survey,Real Estate Agent,Kimironko,Studio,1,1,Furnished,Yes,Yes,Average,7,210000,
SURV-01249,Primary survey,Tenant,Kimironko,Studio,1,1,Semi-Furnished,No,Yes,Good,7,220000,
SURV-01980,Primary survey,Tenant,Kimironko,Studio,1,1,Furnished,Yes,Yes,Good,7,230000,
SURV-02763,Primary survey,Tenant,Kimironko,Studio,1,1,Unfurnished,Yes,Yes,Good,6,230000,
SURV-04737,Primary survey,Tenant,Kimironko,Studio,1,1,Semi-Furnished,No,Yes,Good,7,240000,
SURV-04925,Primary survey,Tenant,Kimironko,Studio,1,1,Furnished,Yes,No,Average,6,240000,
SURV-04543,Primary survey,Tenant,Kimironko,Studio,1,1,Semi-Furnished,Yes,Yes,Good,5,250000,
SURV-00636,Primary survey,Landlord,Kimironko,Studio,1,1,Semi-Furnished,Yes,Yes,Average,3,260000,
SURV-00828,Primary survey,Tenant,Kimironko,Studio,1,1,Unfurnished,Yes,Yes,Good,3,270000,
SURV-04259,Primary survey,Real Estate Agent,Kimironko,Studio,1,1,Unfurnished,No,Yes,Good,3,270000,
SURV-04656,Primary survey,Landlord,Kimironko,Studio,1,1,Furnished,Yes,Yes,Average,7,270000,
SURV-05083,Primary survey,Tenant,Kimironko,Studio,1,1,Furnished,Yes,Yes,Good,3,270000,
SURV-01045,Primary survey,Tenant,Kimironko,Studio,1,1,Unfurnished,Unknown,No,Average,6,280000,
SURV-01601,Primary survey,Landlord,Kimironko,Studio,1,1,Semi-Furnished,No,Yes,Poor,6,280000,
SURV-03361,Primary survey,Landlord,Kimironko,Studio,1,1,Furnished,No,Yes,Average,4,280000,
SURV-04379,Primary survey,Tenant,Kimironko,Studio,1,1,Unfurnished,Yes,Yes,Poor,5,280000,
SURV-04862,Primary survey,Tenant,Kimironko,Studio,1,1,Unfurnished,Yes,Yes,Average,6,280000,
SURV-04711,Primary survey,Tenant,Kimironko,Studio,1,1,Semi-Furnished,Yes,Yes,Good,5,290000,
SURV-04770,Primary survey,Tenant,Kimironko,Studio,1,1,Furnished,Unknown,Yes,Average,4,300000,
SURV-02212,Primary survey,Tenant,Kimironko,Studio,1,1,Furnished,No,Yes,Average,7,310000,
SURV-00564,Primary survey,Tenant,Kimironko,Studio,1,1,Unknown,Yes,No,Unknown,6,320000,
SURV-01745,Primary survey,Tenant,Kimironko,Studio,1,1,Furnished,Yes,Yes,Good,5,320000,
SURV-01784,Primary survey,Real Estate Agent,Kimironko,Studio,1,1,Semi-Furnished,Unknown,Yes,Unknown,7,320000,
SURV-03102,Primary survey,Tenant,Kimironko,Studio,1,1,Unfurnished,Yes,Yes,Good,7,320000,
SURV-04005,Primary survey,Landlord,Kimironko,Studio,1,1,Unknown,Yes,Yes,Average,7,330000,
SURV-04957,Primary survey,Tenant,Kimironko,Studio,1,1,Semi-Furnished,No,Yes,Good,3,330000,
SURV-03205,Primary survey,Tenant,Kimironko,Studio,1,1,Unfurnished,Yes,Yes,Good,3,340000,
SURV-01986,Primary survey,Landlord,Kimironko,Studio,1,1,Semi-Furnished,Yes,Yes,Good,3,350000,
SURV-02094,Primary survey,Tenant,Kimironko,Studio,1,1,Unfurnished,Yes,No,Unknown,6,350000,
SURV-02493,Primary survey,Tenant,Kimironko,Studio,1,1,Furnished,Yes,No,Good,3,350000,
SURV-00083,Primary survey,Real Estate Agent,Kimironko,Studio,1,1,Furnished,Yes,Yes,Average,1,400000,
SURV-00086,Primary survey,Tenant,Kimisagara,Apartment,3,1,Unfurnished,No,Yes,Average,4,400000,
SURV-00085,Primary survey,Tenant,Kimisagara,House,3,1,Unfurnished,No,Yes,Poor,4,100000,
SURV-00069,Primary survey,Tenant,Kimisagara,House,2,1,Furnished,No,Yes,Average,2,120000,
SURV-00299,Primary survey,Landlord,Kimisagara,House,2,2,Unfurnished,No,No,Poor,1,130000,
SURV-00232,Primary survey,Tenant,Kimisagara,House,4,2,Unfurnished,No,No,Poor,1,200000,
SURV-00243,Primary survey,Real Estate Agent,Kimisagara,House,5,3,Unfurnished,No,No,Average,3,350000,
SURV-00195,Primary survey,Landlord,Kimisagara,House,4,2,Furnished,Yes,No,Good,4,700000,
SURV-00227,Primary survey,Landlord,Kimisagara,House,3,3,Semi-Furnished,No,No,Average,2,700000,
SURV-00115,Primary survey,Landlord,Kimisagara,House,6,4,Furnished,Yes,Yes,Good,10,3000000,
SURV-00087,Primary survey,Tenant,Kimisagara,Studio,1,1,Unfurnished,No,No,Poor,3,50000,
SURV-00095,Primary survey,Tenant,Kimisagara,Studio,1,1,Furnished,Yes,Yes,Average,2,80000,
SURV-00296,Primary survey,Tenant,Kinyinya,House,3,2,Unfurnished,Yes,No,Average,2,120000,
SURV-00160,Primary survey,Other,Kinyinya,House,2,1,Unknown,Unknown,Unknown,Average,2,320000,
SURV-00188,Primary survey,Landlord,Kinyinya,House,3,2,Unfurnished,No,No,Good,3,500000,
SURV-00094,Primary survey,Real Estate Agent,Kinyinya,House,3,1,Furnished,Yes,Yes,Average,4,700000,
SURV-00247,Primary survey,Other,Kinyinya,Single Room,1,1,Furnished,No,No,Average,1,170000,
SURV-02020,Primary survey,Tenant,Kiyovu,Apartment,1,1,Furnished,Yes,Yes,Poor,3,100000,
SURV-02817,Primary survey,Tenant,Kiyovu,Apartment,1,1,Furnished,Yes,Yes,Average,3,100000,
SURV-01164,Primary survey,Tenant,Kiyovu,Apartment,1,1,Semi-Furnished,Yes,Yes,Good,4,120000,
SURV-02845,Primary survey,Landlord,Kiyovu,Apartment,1,1,Unfurnished,Yes,No,Good,3,120000,
SURV-03345,Primary survey,Real Estate Agent,Kiyovu,Apartment,1,1,Furnished,No,Yes,Average,5,120000,
SURV-01317,Primary survey,Real Estate Agent,Kiyovu,Apartment,1,1,Furnished,No,Yes,Unknown,5,140000,
SURV-02377,Primary survey,Other,Kiyovu,Apartment,1,1,Semi-Furnished,Yes,Yes,Unknown,3,140000,
SURV-02463,Primary survey,Landlord,Kiyovu,Apartment,1,1,Semi-Furnished,Yes,No,Good,5,140000,
SURV-03223,Primary survey,Tenant,Kiyovu,Apartment,1,1,Unknown,Yes,Yes,Average,2,140000,
SURV-03710,Primary survey,Tenant,Kiyovu,Apartment,1,1,Semi-Furnished,Yes,Yes,Average,3,140000,
SURV-03959,Primary survey,Real Estate Agent,Kiyovu,Apartment,1,1,Unfurnished,Yes,Yes,Poor,3,140000,
SURV-04772,Primary survey,Tenant,Kiyovu,Apartment,1,1,Unfurnished,Yes,Yes,Good,4,140000,
SURV-05226,Primary survey,Real Estate Agent,Kiyovu,Apartment,1,1,Furnished,No,Yes,Good,2,140000,
SURV-01680,Primary survey,Real Estate Agent,Kiyovu,Apartment,1,1,Unknown,Yes,Yes,Good,1,160000,
